Date,Evap,Inflow,Outflow,Prec,Vol_obs,Vol_sim
2010-11,-0.0876134065498,1.05061298013,0.750876627264,0.026669754801,27.3394738848,27.8123865935
2010-12,-0.0308107133506,1.10931804182,1.04714065427,0.0254360189961,27.1760752527,27.8691892866
2011-01,-0.0248736372895,1.14209314423,1.13816409327,0.0268816623932,27.0918926748,27.8751263627
2011-02,-0.0295309400825,1.13990072619,1.17463762199,0.0596105330925,27.0077100968,27.8704690599
2011-03,-0.142479175984,0.880654500654,0.905771890764,0.0546483301924,27.0836979105,27.757520824
2011-04,-0.272879532783,0.477042555703,0.347641023206,0.0130776434863,27.0151598825,27.6271204672
2011-05,-0.464647906167,0.228043742832,0.0,0.0244177189689,27.1206488474,27.4149340229
2011-06,-0.558284244746,0.071353589675,0.0,0.0184386663586,26.9525816829,26.9464420341
2011-07,-0.745686242091,0.0376630646898,0.0,0.00455116968582,26.4438677479,26.2429700264
2011-08,-0.774488842339,0.109739253748,0.0,0.0109617922377,25.9185514334,25.5891822301
2011-09,-0.52471544494,0.107393091927,0.0,0.0109064593124,25.5132830935,25.1827663364
2011-10,-0.314542658011,0.17004249119,0.0,0.041107960531,25.2306878908,25.0793741301
2011-11,-0.132179295677,0.292586612632,0.0,0.0427139958831,25.2433028612,25.2824954429
2011-12,-0.00745048733164,0.442605682839,0.0,0.0493869264564,25.7805069051,25.7670375649
2012-01,-0.00923192574409,0.689584814043,0.0,0.00522337849296,26.317710949,26.4526138317
2012-02,-0.0222406267941,1.02397816812,0.0,0.0103204118385,26.8549149929,27.4646717848
2012-03,-0.0593229101346,0.90013410285,0.61264140263,0.147835514945,27.3921190368,27.8406770899
2012-04,-0.6981705345,0.672406844066,0.637945023444,0.0248610895126,27.7919242005,27.2018294655
2012-05,-0.675333286042,0.17671699034,0.0,0.0346958681653,27.7462321818,26.737909038
2012-06,-0.653280633794,0.0865800181917,0.0,0.0722568040671,27.5684306308,26.2434652264
2012-07,-0.692085179252,0.169118924835,0.0,0.0085851474163,27.1979279573,25.7290841194
2012-08,-0.725541392616,0.339588892711,0.0,0.0419893581966,26.806565884,25.3851209777
2012-09,-0.468256676655,0.465795532672,0.0,6.42479709164e-16,26.7153805075,25.3826598337
2012-10,-0.232091463882,0.343552216876,0.0,0.0276893345959,26.6069116283,25.5218099213
2012-11,-0.100474319852,0.332815986497,0.0,0.0458725913389,26.294517283,25.8000241793
2012-12,-0.0157973265466,0.538037627427,0.0,0.0140610590121,26.4281167725,26.3363255392
2013-01,-0.0257767110732,0.692663022556,0.0,0.103348926489,26.6575701708,27.1065607772
2013-02,-0.040874705222,1.06271904743,0.274810591705,0.00553076710728,26.4946681911,27.8591252948
2013-03,-0.146651595551,0.782728897404,0.801517566063,0.0596633738807,26.8902021443,27.7533484044
2013-04,-0.522185517497,0.646066284569,0.612442212146,0.113027523128,27.2857360976,27.3778144825
2013-05,-0.612289667531,0.203700099416,0.0,0.0133604717075,27.5724038498,26.9825853861
2013-06,-0.592294288203,0.0837131230539,0.0,0.0137742192814,27.4005621272,26.4877784402
2013-07,-0.666674152268,0.135312205589,0.0,0.0228534692254,27.0335360204,25.9792699628
2013-08,-0.696698855323,0.301858588767,0.0,0.0730971837209,26.4757954007,25.6575268799
2013-09,-0.464645928737,0.426172643395,0.0,0.0105551477732,26.0288082612,25.6296087424
2013-10,-0.202730813094,0.181534541711,0.0,0.0190081067491,25.7201742838,25.6274205777
2013-11,-0.0792083569163,0.310200981502,0.0,0.0225559728275,25.7626025869,25.8809691751
2013-12,-0.0442985342627,0.376995858212,0.0,0.101664598138,26.0188752136,26.3153310972
2014-01,-0.0323087518615,0.643043150108,0.0,0.0569121382934,26.5661861334,26.9829776338
2014-02,-0.0362930255971,1.17394184329,0.303248974996,0.0463294979332,27.1134970532,27.8637069744
2014-03,-0.117892895287,0.804628184064,0.785001703263,0.0166665447963,27.5217453073,27.7821071047
2014-04,-0.394846819398,0.625423245521,0.537953760062,0.0304234098281,27.9975382847,27.5051531806
2014-05,-0.590892437749,0.218795423853,0.0,0.00567748799099,28.3912842895,27.1387336547
2014-06,-0.655345078941,0.166302337208,0.0,0.0225911290617,28.3751927524,26.672282042
2014-07,-0.696881274105,0.111932552324,0.0,0.00161840348299,27.9818440696,26.0889517237
2014-08,-0.586464000713,0.133923076177,0.0,0.00717296583416,27.5330689815,25.643583765
2014-09,-0.53319662057,0.177979663949,0.0,0.021076275267,27.1815384289,25.3094430837
2014-10,-0.264671497222,0.277900958269,0.0,0.0264226742622,27.0683016868,25.349095219
2014-11,-0.136894121611,0.33811227412,0.0,0.0436847009106,26.9168227118,25.5939980724
2014-12,-0.0149269047798,0.630585449615,0.0,0.0488821696009,27.1075372246,26.2585387868
2015-01,-0.0124762956344,0.693407134582,0.0,0.0360904113969,27.2982517375,26.9755600372
2015-02,-0.0209556994649,0.707660630428,0.0,0.0610289210857,27.4889662504,27.7232938892
2015-03,-0.0667239093358,0.616321777717,0.490078985967,0.0504633190217,27.5053557788,27.8332760907
2015-04,-0.418363392774,0.534667342838,0.548365751112,0.08042231761,27.7601384484,27.4816366072
2015-05,-0.581844261787,0.256812922218,0.0,0.0476214558697,27.8018572481,27.2042267235
2015-06,-0.686186816176,0.126524601459,0.0,0.0356896186782,27.5584975832,26.6802541275
2015-07,-0.551731158203,0.138655640637,0.0,0.0110058112904,27.1319725216,26.2781844212
2015-08,-0.544277047687,0.18259370761,0.0,0.000881605469881,26.4643014457,25.9173826866
2015-09,-0.434263333625,0.207898086905,0.0,0.00350689343925,26.2110796836,25.6945243333
2015-10,-0.281582541923,0.351346431174,0.0,0.0189167794566,25.8902422479,25.783205002
2015-11,-0.117399166145,0.4331362409,0.0,0.135030475238,25.8609397576,26.233972552
2015-12,-0.0501788290133,0.544371355333,0.0,0.124432192434,26.38580199,26.8525972708
2016-01,-0.0426177325682,0.823506293422,0.0,0.0631073226462,26.4736597955,27.6965931543
2016-02,-0.0435156270818,0.864602206068,0.684906415792,0.0237110554456,26.561517601,27.8564843729
2016-03,-0.228004790189,0.742671846424,0.820553889314,0.121397669971,26.6493754066,27.6719952098
2016-04,-0.559425811375,0.534789357929,0.376623687759,0.0698391200189,26.6550869089,27.3405741886
2016-05,-0.642968986859,0.362674164211,0.0,0.0448362780118,26.8431762592,27.105115644
2016-06,-0.626900424359,0.169016801553,0.0,0.0514525730231,26.6650199565,26.6986845942
2016-07,-0.516301043007,0.226697899041,0.0,0.041740758064,26.4400364296,26.4508222083
2016-08,-0.417156108575,0.284436548634,0.0,0.000753012231636,26.1425416556,26.3188556606
2016-09,-0.365993141089,0.434279959323,0.0,0.0208693207886,26.0596007085,26.4080117996
2016-10,-0.273367962634,0.49811896061,0.0,0.0311826914138,26.004543245,26.663945489
2016-11,-0.150559428621,0.582740195112,0.0,0.00926455401792,25.7256019848,27.1053908095
2016-12,-0.0275542124633,0.690717891172,0.0,0.075391299249,26.1976700694,27.8439457875
2017-01,-0.015994101049,0.728389053758,0.730866822845,0.0585319816141,26.6697381541,27.884005899
2017-02,-0.0431552481834,0.677064973127,0.686610810752,0.0255399386743,27.1418062387,27.8568447518
2017-03,-0.0806432845176,0.749083958538,0.729798506617,0.023869796263,27.5455846214,27.8193567155
